Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
2020/01/27,KARNATAKA,KOPPAL,0,304.77,0,10.52049619
2020/01/27,KARNATAKA,GULBARGA,0,1296.61,0,22.90323578
2020/01/27,KARNATAKA,BANGALORE,0,197.91,0,17.17089636
2020/01/27,KARNATAKA,YADGIR,0,436.57,0,15.96254817
2020/01/27,KARNATAKA,DAKSHINA KANNADA,0,352.85,0,14.54815876
2020/01/26,KARNATAKA,CHIKMAGALUR,0,717.15,0,18.88778711
2020/01/26,KARNATAKA,CHITRADURGA,0,813.49,0,18.36916359
2020/01/26,KARNATAKA,MANDYA,0,528.04,0,20.16785446
2020/01/26,KARNATAKA,BELLARY,0,681.82,0,15.48683515
2020/01/26,KARNATAKA,MYSORE,0,761.97,0,22.76334689
2020/01/26,KARNATAKA,CHAMRAJNAGAR,0,638.32,0,21.18435207
2020/01/26,KARNATAKA,SHIMOGA,0,778.24,0,17.5709281
2020/01/26,KARNATAKA,KODAGU,0,487.06,0,22.3409222
2020/01/26,KARNATAKA,TUMKUR,0,1038.59,0,18.59508094
2020/01/26,KARNATAKA,BELGAUM,0,1175.91,0,16.91876686
2020/01/26,KARNATAKA,GADAG,0,382.45,0,15.82007553
2020/01/26,KARNATAKA,RAICHUR,0,561.43,0,12.80501948
2020/01/26,KARNATAKA,UDUPI,0,265.96,0,13.06903042
2020/01/26,KARNATAKA,UTTARA KANNADA,0.01,997.06,0.07,18.73208029
2020/01/26,KARNATAKA,BANGALORE RURAL,0,282.78,0,23.26414962
2020/01/26,KARNATAKA,HASSAN,0,655.43,0,18.22469121
2020/01/26,KARNATAKA,BAGALKOT,0,486.48,0,14.27796464
2020/01/26,KARNATAKA,HAVERI,0,550.14,0,21.89176551
2020/01/26,KARNATAKA,BIJAPUR,0,1044.87,0,19.22317915
2020/01/26,KARNATAKA,DAVANAGERE,0,687.9,0,22.10159931
2020/01/26,KARNATAKA,CHIKKABALLAPURA,0,380.66,0,17.15660023
2020/01/26,KARNATAKA,KOLAR,0,359.42,0,17.09780287
2020/01/26,KARNATAKA,DHARWAD,0,433.21,0,19.46097141
2020/01/26,KARNATAKA,BIDAR,0,594.65,0,21.20514953
2020/01/26,KARNATAKA,RAMANAGARA,0,295.18,0,15.86829081
2020/01/26,KARNATAKA,KOPPAL,0,306.94,0,10.59548341
2020/01/26,KARNATAKA,GULBARGA,0,1299.53,0,22.95484428
2020/01/26,KARNATAKA,BANGALORE,0,198.78,0,17.24657452
2020/01/26,KARNATAKA,YADGIR,0,438.32,0,16.02678257
2020/01/26,KARNATAKA,DAKSHINA KANNADA,0,353.88,0,14.59041098
2020/01/25,KARNATAKA,CHIKMAGALUR,0,718.33,0,18.91881302
2020/01/25,KARNATAKA,CHITRADURGA,0,815.77,0,18.42067248
2020/01/25,KARNATAKA,MANDYA,0,528.88,0,20.19995159
2020/01/25,KARNATAKA,BELLARY,0,684.29,0,15.54301533
2020/01/25,KARNATAKA,MYSORE,0,763.94,0,22.82234882
2020/01/25,KARNATAKA,CHAMRAJNAGAR,0,639.66,0,21.22880175
2020/01/25,KARNATAKA,SHIMOGA,0,779.55,0,17.60040895
2020/01/25,KARNATAKA,KODAGU,0,488.08,0,22.38800821
2020/01/25,KARNATAKA,TUMKUR,0,1041.16,0,18.64107023
2020/01/25,KARNATAKA,BELGAUM,0,1179.02,0,16.96350596
2020/01/25,KARNATAKA,GADAG,0,383.43,0,15.86031892
2020/01/25,KARNATAKA,RAICHUR,0,564.47,0,12.87432407
2020/01/25,KARNATAKA,UDUPI,0,266.68,0,13.10435927
2020/01/25,KARNATAKA,UTTARA KANNADA,0.01,999.07,0.07,18.76981421
2020/01/25,KARNATAKA,BANGALORE RURAL,0,283.36,0,23.31211095
2020/01/25,KARNATAKA,HASSAN,0,656.84,0,18.26389964
2020/01/25,KARNATAKA,BAGALKOT,0,487.84,0,14.31795486
2020/01/25,KARNATAKA,HAVERI,0,550.89,0,21.92176012
2020/01/25,KARNATAKA,BIJAPUR,0,1048.43,0,19.28878126
2020/01/25,KARNATAKA,DAVANAGERE,0,688.98,0,22.13623615
2020/01/25,KARNATAKA,CHIKKABALLAPURA,0,382,0,17.2166514
2020/01/25,KARNATAKA,KOLAR,0,360.5,0,17.14895475
2020/01/25,KARNATAKA,DHARWAD,0,434.34,0,19.51179235
2020/01/25,KARNATAKA,BIDAR,0,596.18,0,21.25967349
2020/01/25,KARNATAKA,RAMANAGARA,0,295.92,0,15.90819724
2020/01/25,KARNATAKA,KOPPAL,0,308.93,0,10.66409711
2020/01/25,KARNATAKA,GULBARGA,0,1302.17,0,23.0013854
2020/01/25,KARNATAKA,BANGALORE,0,199.35,0,17.29568802
2020/01/25,KARNATAKA,YADGIR,0,439.77,0,16.07944828
2020/01/25,KARNATAKA,DAKSHINA KANNADA,0,354.87,0,14.63112343
2020/01/24,KARNATAKA,CHIKMAGALUR,0,720.33,0,18.97170856
2020/01/24,KARNATAKA,CHITRADURGA,0,818.83,0,18.48971336
2020/01/24,KARNATAKA,MANDYA,0,530,0,20.24300796
2020/01/24,KARNATAKA,BELLARY,0,687.44,0,15.61456668
2020/01/24,KARNATAKA,MYSORE,0,766.44,0,22.89686204
2020/01/24,KARNATAKA,CHAMRAJNAGAR,0,641.47,0,21.28902809
2020/01/24,KARNATAKA,SHIMOGA,0,781.91,0,17.65362822
2020/01/24,KARNATAKA,KODAGU,0,489.37,0,22.44680906
2020/01/24,KARNATAKA,TUMKUR,0,1044.03,0,18.69239288
2020/01/24,KARNATAKA,BELGAUM,0,1182.63,0,17.01540737
2020/01/24,KARNATAKA,GADAG,0,384.92,0,15.92208996
2020/01/24,KARNATAKA,RAICHUR,0,568.29,0,12.96136775
2020/01/24,KARNATAKA,UDUPI,0,267.65,0,13.15200863
2020/01/24,KARNATAKA,UTTARA KANNADA,0.01,1001.37,0.07,18.81296887
2020/01/24,KARNATAKA,BANGALORE RURAL,0,284.3,0,23.38924586
2020/01/24,KARNATAKA,HASSAN,0,658.6,0,18.31285907
2020/01/24,KARNATAKA,BAGALKOT,0,489.57,0,14.36889022
2020/01/24,KARNATAKA,HAVERI,0,551.68,0,21.95324365
2020/01/24,KARNATAKA,BIJAPUR,0,1052.38,0,19.36147262
2020/01/24,KARNATAKA,DAVANAGERE,0,690.62,0,22.18922679
2020/01/24,KARNATAKA,CHIKKABALLAPURA,0,383.83,0,17.29908094
2020/01/24,KARNATAKA,KOLAR,0,362.28,0,17.23362174
2020/01/24,KARNATAKA,DHARWAD,0,436.04,0,19.58849721
2020/01/24,KARNATAKA,BIDAR,0,598.14,0,21.3296177
2020/01/24,KARNATAKA,RAMANAGARA,0,296.66,0,15.94809032
2020/01/24,KARNATAKA,KOPPAL,0,311.41,0,10.74986556
2020/01/24,KARNATAKA,GULBARGA,0,1305.06,0,23.05247242
2020/01/24,KARNATAKA,BANGALORE,0,200.27,0,17.3754765
2020/01/24,KARNATAKA,YADGIR,0,441.79,0,16.15340779
2020/01/24,KARNATAKA,DAKSHINA KANNADA,0,356.2,0,14.68634
2020/01/23,KARNATAKA,CHIKMAGALUR,0,722.18,0,19.02028414
2020/01/23,KARNATAKA,CHITRADURGA,0,821.66,0,18.55359719
2020/01/23,KARNATAKA,MANDYA,0,531.11,0,20.28540206
2020/01/23,KARNATAKA,BELLARY,0,691.07,0,15.6971476
2020/01/23,KARNATAKA,MYSORE,0,769.16,0,22.97835049
2020/01/23,KARNATAKA,CHAMRAJNAGAR,0,643.44,0,21.35443059
2020/01/23,KARNATAKA,SHIMOGA,0,784.25,0,17.70662564
2020/01/23,KARNATAKA,KODAGU,0,490.62,0,22.50420351
2020/01/23,KARNATAKA,TUMKUR,0,1047.26,0,18.75022455
2020/01/23,KARNATAKA,BELGAUM,0,1186.66,0,17.07347897
2020/01/23,KARNATAKA,GADAG,0,386.56,0,15.98992334
2020/01/23,KARNATAKA,RAICHUR,0,572.41,0,13.05529745
2020/01/23,KARNATAKA,UDUPI,0,268.61,0,13.19897448
2020/01/23,KARNATAKA,UTTARA KANNADA,0.01,1003.7,0.07,18.8567895
2020/01/23,KARNATAKA,BANGALORE RURAL,0,285.19,0,23.46304144
2020/01/23,KARNATAKA,HASSAN,0,660.4,0,18.36305555
2020/01/23,KARNATAKA,BAGALKOT,0,491.27,0,14.41875741
2020/01/23,KARNATAKA,HAVERI,0,552.82,0,21.99842176
2020/01/23,KARNATAKA,BIJAPUR,0,1056.73,0,19.44133643
2020/01/23,KARNATAKA,DAVANAGERE,0,692.19,0,22.23942571
2020/01/23,KARNATAKA,CHIKKABALLAPURA,0,385.55,0,17.37669173
2020/01/23,KARNATAKA,KOLAR,0,364.05,0,17.31771189
2020/01/23,KARNATAKA,DHARWAD,0,437.82,0,19.66809001
2020/01/23,KARNATAKA,BIDAR,0,600.11,0,21.3998273
2020/01/23,KARNATAKA,RAMANAGARA,0,297.59,0,15.99770698
2020/01/23,KARNATAKA,KOPPAL,0,314.24,0,10.84742693
2020/01/23,KARNATAKA,GULBARGA,0,1308.47,0,23.11261956
2020/01/23,KARNATAKA,BANGALORE,0,201.12,0,17.44960405
2020/01/23,KARNATAKA,YADGIR,0,443.87,0,16.22939235
2020/01/23,KARNATAKA,DAKSHINA KANNADA,0,357.43,0,14.73669443
2020/01/22,KARNATAKA,CHIKMAGALUR,0,723.6,0,19.05771574
2020/01/22,KARNATAKA,CHITRADURGA,0,823.93,0,18.60488678
2020/01/22,KARNATAKA,MANDYA,0,532.25,0,20.32894554
2020/01/22,KARNATAKA,BELLARY,0,693.53,0,15.75293641
2020/01/22,KARNATAKA,MYSORE,0,771.56,0,23.04985723
2020/01/22,KARNATAKA,CHAMRAJNAGAR,0,645.19,0,21.41252113
2020/01/22,KARNATAKA,SHIMOGA,0,785.96,0,17.74507938
2020/01/22,KARNATAKA,KODAGU,0,491.77,0,22.55719316
2020/01/22,KARNATAKA,TUMKUR,0,1049.77,0,18.79525064
2020/01/22,KARNATAKA,BELGAUM,0,1198.22,0,17.23974862
2020/01/22,KARNATAKA,GADAG,0,387.6,0,16.03272333
2020/01/22,KARNATAKA,RAICHUR,0,621.73,0,14.18033091
2020/01/22,KARNATAKA,UDUPI,0,269.48,0,13.24176907
2020/01/22,KARNATAKA,UTTARA KANNADA,0.01,1005.38,0.07,18.8883343
2020/01/22,KARNATAKA,BANGALORE RURAL,0,285.95,0,23.52511118
2020/01/22,KARNATAKA,HASSAN,0,661.82,0,18.40258125
2020/01/22,KARNATAKA,BAGALKOT,0,525.56,0,15.4250055
2020/01/22,KARNATAKA,HAVERI,0,553.73,0,22.03477805
2020/01/22,KARNATAKA,BIJAPUR,0,1063.15,0,19.55956328
2020/01/22,KARNATAKA,DAVANAGERE,0,693.67,0,22.28694012
2020/01/22,KARNATAKA,CHIKKABALLAPURA,0,387.19,0,17.45085689
2020/01/22,KARNATAKA,KOLAR,0,365.63,0,17.39298553
2020/01/22,KARNATAKA,DHARWAD,0,439.06,0,19.72403678
2020/01/22,KARNATAKA,BIDAR,0,601.9,0,21.46364901
2020/01/22,KARNATAKA,RAMANAGARA,0,298.32,0,16.03732127
2020/01/22,KARNATAKA,KOPPAL,0,316.99,0,10.94249568
2020/01/22,KARNATAKA,GULBARGA,0,1311.25,0,23.16182027
2020/01/22,KARNATAKA,BANGALORE,0,201.89,0,17.51664136
2020/01/22,KARNATAKA,YADGIR,0,456.37,0,16.68667154
2020/01/22,KARNATAKA,DAKSHINA KANNADA,0,358.67,0,14.78815702
2020/01/21,KARNATAKA,CHIKMAGALUR,0,725.83,0,19.11648475
2020/01/21,KARNATAKA,CHITRADURGA,0,827.34,0,18.68185192
2020/01/21,KARNATAKA,MANDYA,0,533.44,0,20.37430238
2020/01/21,KARNATAKA,BELLARY,0,697.39,0,15.84060083
2020/01/21,KARNATAKA,MYSORE,0,774.62,0,23.14140332
2020/01/21,KARNATAKA,CHAMRAJNAGAR,0,647.3,0,21.48246555
2020/01/21,KARNATAKA,SHIMOGA,0,788.53,0,17.80316906
2020/01/21,KARNATAKA,KODAGU,0,493.16,0,22.62073848
2020/01/21,KARNATAKA,TUMKUR,0,1053.25,0,18.8575683
2020/01/21,KARNATAKA,BELGAUM,0,1192.67,0,17.15997348
2020/01/21,KARNATAKA,GADAG,0,389.18,0,16.09825439
2020/01/21,KARNATAKA,RAICHUR,0,580.67,0,13.24385008
2020/01/21,KARNATAKA,UDUPI,0,270.36,0,13.28503359
2020/01/21,KARNATAKA,UTTARA KANNADA,0.01,1007.96,0.07,18.93691726
2020/01/21,KARNATAKA,BANGALORE RURAL,0,286.97,0,23.60930654
2020/01/21,KARNATAKA,HASSAN,0,664.02,0,18.46353319
2020/01/21,KARNATAKA,BAGALKOT,0,494.6,0,14.5165423
2020/01/21,KARNATAKA,HAVERI,0,554.74,0,22.07479428
2020/01/21,KARNATAKA,BIJAPUR,0,1064.09,0,19.57687161
2020/01/21,KARNATAKA,DAVANAGERE,0,695.41,0,22.34309856
2020/01/21,KARNATAKA,CHIKKABALLAPURA,0,389.21,0,17.54192897
2020/01/21,KARNATAKA,KOLAR,0,367.42,0,17.47810122
2020/01/21,KARNATAKA,DHARWAD,0,440.92,0,19.8077055
2020/01/21,KARNATAKA,BIDAR,0,603.99,0,21.53834994
2020/01/21,KARNATAKA,RAMANAGARA,0,299.23,0,16.08584031
2020/01/21,KARNATAKA,KOPPAL,0,319.02,0,11.01268875
2020/01/21,KARNATAKA,GULBARGA,0,1314.58,0,23.22064895
2020/01/21,KARNATAKA,BANGALORE,0,202.81,0,17.59611989
2020/01/21,KARNATAKA,YADGIR,0,448.12,0,16.38474897
2020/01/21,KARNATAKA,DAKSHINA KANNADA,0,359.94,0,14.84051478
2020/01/20,KARNATAKA,CHIKMAGALUR,0,727.85,0,19.16960988
2020/01/20,KARNATAKA,CHITRADURGA,0,830.78,0,18.75953681
2020/01/20,KARNATAKA,MANDYA,0,534.91,0,20.43037088
2020/01/20,KARNATAKA,BELLARY,0,701.23,0,15.92790196
2020/01/20,KARNATAKA,MYSORE,0,777.72,0,23.23405113
2020/01/20,KARNATAKA,CHAMRAJNAGAR,0,649.67,0,21.56120813
2020/01/20,KARNATAKA,SHIMOGA,0,791.29,0,17.86548083
2020/01/20,KARNATAKA,KODAGU,0,494.77,0,22.69467904
2020/01/20,KARNATAKA,TUMKUR,0,1056.96,0,18.9239067
2020/01/20,KARNATAKA,BELGAUM,0,1196.67,0,17.21740013
2020/01/20,KARNATAKA,GADAG,0,390.98,0,16.17277536
2020/01/20,KARNATAKA,RAICHUR,0,585.49,0,13.35373184
2020/01/20,KARNATAKA,UDUPI,0,271.45,0,13.33838185
2020/01/20,KARNATAKA,UTTARA KANNADA,0.01,1010.91,0.07,18.99227363
2020/01/20,KARNATAKA,BANGALORE RURAL,0,287.9,0,23.6857507
2020/01/20,KARNATAKA,HASSAN,0,666.02,0,18.51940194
2020/01/20,KARNATAKA,BAGALKOT,0,496.87,0,14.58308838
2020/01/20,KARNATAKA,HAVERI,0,556.07,0,22.12792958
2020/01/20,KARNATAKA,BIJAPUR,0,1068.79,0,19.66329009
2020/01/20,KARNATAKA,DAVANAGERE,0,697.29,0,22.40330873
2020/01/20,KARNATAKA,CHIKKABALLAPURA,0,391.28,0,17.63508306
2020/01/20,KARNATAKA,KOLAR,0,369.5,0,17.57711029
2020/01/20,KARNATAKA,DHARWAD,0,442.84,0,19.89366665
2020/01/20,KARNATAKA,BIDAR,0,606.21,0,21.61751834
2020/01/20,KARNATAKA,RAMANAGARA,0,300.21,0,16.13854774
2020/01/20,KARNATAKA,KOPPAL,0,321.97,0,11.11441105
2020/01/20,KARNATAKA,GULBARGA,0,1317.99,0,23.28086995
2020/01/20,KARNATAKA,BANGALORE,0,203.85,0,17.6865153
2020/01/20,KARNATAKA,YADGIR,0,450.61,0,16.47598952
2020/01/20,KARNATAKA,DAKSHINA KANNADA,0,361.54,0,14.90622676
2020/01/19,KARNATAKA,CHIKMAGALUR,0,729.28,0,19.20725938
2020/01/19,KARNATAKA,CHITRADURGA,0,833.63,0,18.82394965
2020/01/19,KARNATAKA,MANDYA,0,535.48,0,20.45229644
2020/01/19,KARNATAKA,BELLARY,0,705.03,0,16.01407994
2020/01/19,KARNATAKA,MYSORE,0,779.17,0,23.2772583
2020/01/19,KARNATAKA,CHAMRAJNAGAR,0,650.74,0,21.59679942
2020/01/19,KARNATAKA,SHIMOGA,0,792.55,0,17.89387257
2020/01/19,KARNATAKA,KODAGU,0,495.78,0,22.740799
2020/01/19,KARNATAKA,TUMKUR,0,1059.34,0,18.96653766
2020/01/19,KARNATAKA,BELGAUM,0,1201.28,0,17.2837824
2020/01/19,KARNATAKA,GADAG,0,392.62,0,16.24064398
